instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
8944,13/01/2012,1,1,1,12,0,5,0,1,1,0.24,0.197,0.38,0.4925,32.998,0.081,14,140,154
8945,13/01/2012,1,1,1,13,0,5,0,1,1,0.26,0.2121,0.33,0.5224,35.001,0.089,14,140,154
8946,13/01/2012,1,1,1,14,0,5,0,1,1,0.26,0.2121,0.33,0.5522,36.997,0.083,10,119,129
8947,13/01/2012,1,1,1,15,0,5,0,1,1,0.26,0.2121,0.33,0.5821,39.001,0.077,15,123,138
8948,13/01/2012,1,1,1,16,0,5,0,1,1,0.28,0.2424,0.3,0.4627,31.001,0.12,18,215,233
8949,13/01/2012,1,1,1,17,0,5,0,1,1,0.28,0.2424,0.33,0.4179,27.999,0.129,15,317,332
8950,13/01/2012,1,1,1,18,0,5,0,1,1,0.26,0.2273,0.38,0.2985,19.999,0.138,7,294,301
8951,13/01/2012,1,1,1,19,0,5,0,1,1,0.26,0.2424,0.38,0.2836,19.001,0.146,7,199,206
8952,13/01/2012,1,1,1,20,0,5,0,1,1,0.24,0.2424,0.41,0.1642,11.001,0.16,6,130,136
8953,13/01/2012,1,1,1,21,0,5,0,1,1,0.24,0.2121,0.41,0.2836,19.001,0.127,7,95,102
8954,13/01/2012,1,1,1,22,0,5,0,1,1,0.2,0.1818,0.47,0.3284,22.003,0.089,7,58,65
8955,13/01/2012,1,1,1,23,0,5,0,1,1,0.18,0.1818,0.47,0.194,12.998,0.106,5,60,65
8956,14/01/2012,1,1,1,0,0,6,1,0,1,0.16,0.1818,0.47,0.1045,7.002,0.114,2,42,44
8957,14/01/2012,1,1,1,1,0,6,1,0,1,0.16,0.1515,0.47,0.194,12.998,0.087,6,44,50
8958,14/01/2012,1,1,1,2,0,6,1,0,1,0.16,0.1667,0.47,0.1642,11.001,0.097,6,32,38
8959,14/01/2012,1,1,1,3,0,6,1,0,1,0.14,0.1667,0.54,0.1045,7.002,0.099,6,14,20
8960,14/01/2012,1,1,1,4,0,6,1,0,1,0.14,0.1515,0.5,0.1343,8.998,0.089,0,3,3
8961,14/01/2012,1,1,1,5,0,6,1,0,1,0.14,0.1515,0.5,0.1343,8.998,0.089,0,4,4
8962,14/01/2012,1,1,1,6,0,6,1,0,1,0.14,0.1515,0.5,0,0,0.115,0,5,5
8963,14/01/2012,1,1,1,7,0,6,1,0,1,0.14,0.1515,0.5,0.1343,8.998,0.089,0,24,24
8964,14/01/2012,1,1,1,8,0,6,1,0,1,0.12,0.1515,0.54,0.1045,7.002,0.085,3,89,92
8965,14/01/2012,1,1,1,9,0,6,1,0,1,0.14,0.1667,0.5,0.1045,7.002,0.099,3,78,81
8966,14/01/2012,1,1,1,10,0,6,1,0,1,0.16,0.2273,0.47,0,0,0.148,14,135,149
8967,14/01/2012,1,1,1,11,0,6,1,0,1,0.2,0.197,0.4,0.194,12.998,0.12,28,150,178
8968,14/01/2012,1,1,1,12,0,6,1,0,1,0.22,0.2121,0.41,0.2537,16.998,0.123,30,189,219
8969,14/01/2012,1,1,1,13,0,6,1,0,1,0.22,0.2121,0.44,0.2836,19.001,0.117,38,182,220
8970,14/01/2012,1,1,1,14,0,6,1,0,1,0.24,0.2121,0.41,0.2985,19.999,0.124,52,179,231
8971,14/01/2012,1,1,1,15,0,6,1,0,1,0.24,0.2121,0.38,0.2985,19.999,0.124,49,177,226
8972,14/01/2012,1,1,1,16,0,6,1,0,1,0.24,0.2273,0.38,0.2239,15.001,0.143,28,178,206
8973,14/01/2012,1,1,1,17,0,6,1,0,1,0.24,0.2273,0.41,0.2537,16.998,0.137,15,129,144
8974,14/01/2012,1,1,1,18,0,6,1,0,1,0.22,0.2273,0.41,0.194,12.998,0.139,21,122,143
8975,14/01/2012,1,1,1,19,0,6,1,0,1,0.2,0.197,0.47,0.2239,15.001,0.114,12,90,102
8976,14/01/2012,1,1,1,20,0,6,1,0,1,0.2,0.197,0.44,0.2537,16.998,0.108,8,95,103
8977,14/01/2012,1,1,1,21,0,6,1,0,1,0.18,0.1667,0.43,0.2537,16.998,0.089,3,66,69
8978,14/01/2012,1,1,1,22,0,6,1,0,1,0.16,0.1364,0.47,0.3582,23.999,0.049,4,62,66
8979,14/01/2012,1,1,1,23,0,6,1,0,1,0.16,0.1515,0.47,0.2239,15.001,0.081,5,71,76
8980,15/01/2012,1,1,1,0,0,0,1,0,1,0.16,0.1364,,0.3284,22.003,0.055,9,50,59
8981,15/01/2012,1,1,1,1,0,0,1,0,2,0.16,0.1364,,0.2985,19.999,0.061,2,40,42
8982,15/01/2012,1,1,1,2,0,0,1,0,2,0.16,0.1364,,0.2836,19.001,0.064,5,38,43
8983,15/01/2012,1,1,1,3,0,0,1,0,2,0.16,0.1364,,0.3881,26.003,0.043,1,24,25
8984,15/01/2012,1,1,1,4,0,0,1,0,2,0.16,0.1364,,0.3881,26.003,0.043,1,5,6
8985,15/01/2012,1,1,1,5,0,0,1,0,2,0.16,0.1364,,0.3284,22.003,0.055,0,5,5
8986,15/01/2012,1,1,1,6,0,0,1,0,2,0.14,0.1212,,0.2836,19.001,0.05,1,7,8
8987,15/01/2012,1,1,1,7,0,0,1,0,1,0.12,0.1212,,0.2836,19.001,0.04,3,14,17
8988,15/01/2012,1,1,1,8,0,0,1,0,1,0.12,0.1212,,0.2239,15.001,0.052,2,34,36
8989,15/01/2012,1,1,1,9,0,0,1,0,1,0.12,0.1364,,0.194,12.998,0.062,10,80,90
8990,15/01/2012,1,1,1,10,0,0,1,0,1,0.14,0.1212,,0.2836,19.001,0.05,11,115,126
8991,15/01/2012,1,1,1,11,0,0,1,0,1,0.16,0.1515,,0.2239,15.001,0.081,21,144,165
8992,15/01/2012,1,1,1,12,0,0,1,0,1,0.18,0.1667,,0.2985,19.999,0.08,42,192,234
8993,15/01/2012,1,1,1,13,0,0,1,0,1,0.2,0.1818,,0.2836,19.001,0.098,40,184,224
8994,15/01/2012,1,1,1,14,0,0,1,0,1,0.2,0.1818,,0.3582,23.999,0.083,25,163,188
8995,15/01/2012,1,1,1,15,0,0,1,0,1,0.22,0.2273,,0.194,12.998,0.139,33,173,206
8996,15/01/2012,1,1,1,16,0,0,1,0,1,0.22,0.2121,,0.2985,19.999,0.114,31,174,205
8997,15/01/2012,1,1,1,17,0,0,1,0,1,0.22,0.2121,,0.2537,16.998,0.123,15,131,146
8998,15/01/2012,1,1,1,18,0,0,1,0,1,0.18,0.1818,,0.2239,15.001,0.1,7,113,120
8999,15/01/2012,1,1,1,19,0,0,1,0,1,0.16,0.1667,,0.1642,11.001,0.097,9,101,110
9000,15/01/2012,1,1,1,20,0,0,1,0,1,0.16,0.1818,,0.1045,7.002,0.114,10,85,95
9001,15/01/2012,1,1,1,21,0,0,1,0,1,0.16,0.1667,,0.1642,11.001,0.097,1,71,72
9002,15/01/2012,1,1,1,22,0,0,1,0,1,0.18,0.2121,,0.0896,6.003,0.136,2,58,60
9003,15/01/2012,1,1,1,23,0,0,1,0,1,0.16,0.197,,0.0896,6.003,0.121,3,26,29
9004,16/01/2012,1,1,1,0,1,1,0,0,1,0.14,0.1515,,0.1343,8.998,0.089,2,23,25
9005,16/01/2012,1,1,1,1,1,1,0,0,1,0.14,0.1667,,0.1045,7.002,0.099,2,18,20
9006,16/01/2012,1,1,1,2,1,1,0,0,1,0.14,0.2121,,0,0,0.134,3,14,17
9007,16/01/2012,1,1,1,3,1,1,0,0,1,0.12,0.197,,0,0,0.119,0,3,3
9008,16/01/2012,1,1,1,4,1,1,0,0,1,0.12,0.1515,,0.1045,7.002,0.085,2,6,8
9009,16/01/2012,1,1,1,5,1,1,0,0,1,0.12,0.1667,,0.0896,6.003,0.092,1,5,6
9010,16/01/2012,1,1,1,6,1,1,0,0,1,0.1,0.1364,,0.0896,6.003,0.073,0,13,13
9011,16/01/2012,1,1,1,7,1,1,0,0,1,0.1,0.1364,,0.1045,7.002,0.07,5,28,33
9012,16/01/2012,1,1,1,8,1,1,0,0,1,0.1,0.1212,,0.1642,11.001,0.054,3,75,78
9013,16/01/2012,1,1,1,9,1,1,0,0,1,0.1,0.1212,,0.1642,11.001,0.054,7,89,96
9014,16/01/2012,1,1,1,10,1,1,0,0,2,0.14,0.1364,,0.194,12.998,0.072,19,107,126
9015,16/01/2012,1,1,1,11,1,1,0,0,1,0.16,0.1515,,0.2537,16.998,0.075,21,158,179
9016,16/01/2012,1,1,1,12,1,1,0,0,1,0.2,0.1818,,0.3284,22.003,0.089,20,165,185
9017,16/01/2012,1,1,1,13,1,1,0,0,2,0.24,0.197,,0.4179,27.999,0.096,26,202,228
9018,16/01/2012,1,1,1,14,1,1,0,0,1,0.24,0.2121,,0.3881,26.003,0.106,23,158,181
9019,16/01/2012,1,1,1,15,1,1,0,0,1,0.26,0.2121,,0.4478,30.003,0.104,17,175,192
9020,16/01/2012,1,1,1,16,1,1,0,0,1,0.26,0.2273,,0.3582,23.999,0.127,22,158,180
9021,16/01/2012,1,1,1,17,1,1,0,0,1,0.26,0.2273,,0.3284,22.003,0.133,19,174,193
9022,16/01/2012,1,1,1,18,1,1,0,0,1,0.26,0.2273,,0.3284,22.003,0.133,6,175,181
9023,16/01/2012,1,1,1,19,1,1,0,0,1,0.26,0.2424,,0.2836,19.001,0.146,10,134,144
9024,16/01/2012,1,1,1,20,1,1,0,0,1,0.26,0.2424,,0.2836,19.001,0.146,2,88,90
9025,16/01/2012,1,1,1,21,1,1,0,0,1,0.28,0.2576,,0.3284,22.003,0.152,3,46,49
9026,16/01/2012,1,1,1,22,1,1,0,0,2,0.3,0.2727,,0.3582,23.999,0.16,4,39,43
9027,16/01/2012,1,1,1,23,1,1,0,0,3,0.26,0.2273,,0.2985,19.999,0.138,0,28,28
9028,17/01/2012,1,1,1,0,0,2,0,1,2,0.26,0.2273,,0.3284,22.003,0.133,0,12,12
9029,17/01/2012,1,1,1,1,0,2,0,1,2,0.28,0.2576,,0.3582,23.999,0.146,0,2,2
9030,17/01/2012,1,1,1,2,0,2,0,1,3,0.28,0.2727,,0.2537,16.998,0.171,0,12,12
9031,17/01/2012,1,1,1,4,0,2,0,1,3,0.32,0.303,,0.3284,22.003,0.185,0,2,2
9032,17/01/2012,1,1,1,5,0,2,0,1,3,0.32,0.303,,0.3284,22.003,0.185,0,13,13
9033,17/01/2012,1,1,1,6,0,2,0,1,3,0.3,0.2879,,0.2537,16.998,0.186,0,57,57
9034,17/01/2012,1,1,1,7,0,2,0,1,3,0.3,0.2879,,0.2239,15.001,0.192,5,121,126
9035,17/01/2012,1,1,1,8,0,2,0,1,3,0.3,0.2879,,0.2836,19.001,0.18,3,90,93
9036,17/01/2012,1,1,1,9,0,2,0,1,3,0.32,0.303,,0.2537,16.998,0.2,7,61,68
9037,17/01/2012,1,1,1,10,0,2,0,1,3,0.3,0.2879,,0.2537,16.998,0.186,1,61,62
9038,17/01/2012,1,1,1,11,0,2,0,1,2,0.34,0.3485,,0.1045,7.002,0.254,2,73,75
9039,17/01/2012,1,1,1,12,0,2,0,1,2,0.32,0.303,,0.2836,19.001,0.194,3,83,86
9040,17/01/2012,1,1,1,13,0,2,0,1,2,0.38,0.3939,,0.3284,22.003,0.242,8,95,103
9041,17/01/2012,1,1,1,14,0,2,0,1,1,0.44,0.4394,,0.4925,32.998,0.253,12,120,132
9042,17/01/2012,1,1,1,15,0,2,0,1,1,0.44,0.4394,,0.4925,32.998,0.253,6,123,129
9043,17/01/2012,1,1,1,16,0,2,0,1,1,0.46,0.4545,,0.5522,36.997,0.256,14,205,219
9044,17/01/2012,1,1,1,17,0,2,0,1,1,0.46,0.4545,,0.4478,30.003,0.277,20,442,462
9045,17/01/2012,1,1,1,18,0,2,0,1,1,0.46,0.4545,,0.4478,30.003,0.277,12,451,463
9046,17/01/2012,1,1,1,19,0,2,0,1,1,0.46,0.4545,,0.4179,27.999,0.283,11,297,308
9047,17/01/2012,1,1,1,20,0,2,0,1,1,0.46,0.4545,,0.3582,23.999,0.295,11,169,180
9048,17/01/2012,1,1,1,21,0,2,0,1,1,0.46,0.4545,,0.4627,31.001,0.274,6,174,180
9049,17/01/2012,1,1,1,22,0,2,0,1,1,0.46,0.4545,,0.3881,26.003,0.289,5,85,90
9050,17/01/2012,1,1,1,23,0,2,0,1,1,0.46,0.4545,,0.3881,26.003,0.289,1,60,61
9051,18/01/2012,1,1,1,0,0,3,0,1,2,0.46,0.4545,,0.3284,22.003,0.301,3,14,17
9052,18/01/2012,1,1,1,1,0,3,0,1,2,0.46,0.4545,,0.3284,22.003,0.301,0,10,10
9053,18/01/2012,1,1,1,2,0,3,0,1,2,0.44,0.4394,,0.4925,32.998,0.253,1,1,2
9054,18/01/2012,1,1,1,3,0,3,0,1,2,0.44,0.4394,,0.4925,32.998,0.253,1,3,4
9055,18/01/2012,1,1,1,4,0,3,0,1,1,0.34,0.2879,,0.5224,35.001,0.152,0,1,1
9056,18/01/2012,1,1,1,5,0,3,0,1,1,0.34,0.2879,,0.5224,35.001,0.152,0,29,29
9057,18/01/2012,1,1,1,6,0,3,0,1,1,0.34,0.2879,,0.5224,35.001,0.152,0,88,88
9058,18/01/2012,1,1,1,7,0,3,0,1,1,0.32,0.2879,,0.3582,23.999,0.175,1,262,263
9059,18/01/2012,1,1,1,8,0,3,0,1,1,0.3,0.2727,,0.4179,27.999,0.148,15,474,489
9060,18/01/2012,1,1,1,9,0,3,0,1,1,0.28,0.2576,,0.3284,22.003,0.152,6,196,202
9061,18/01/2012,1,1,1,10,0,3,0,1,1,0.3,0.2727,,0.4627,31.001,0.139,5,88,93
9062,18/01/2012,1,1,1,11,0,3,0,1,1,0.3,0.2727,,0.3881,26.003,0.154,4,110,114
9063,18/01/2012,1,1,1,12,0,3,0,1,1,0.3,0.2576,,0.4925,32.998,0.129,6,155,161
9064,18/01/2012,1,1,1,13,0,3,0,1,1,0.3,0.2727,,0.4627,31.001,0.139,6,124,130
9065,18/01/2012,1,1,1,14,0,3,0,1,1,0.3,0.2727,,0.3881,26.003,0.154,7,98,105
9066,18/01/2012,1,1,1,15,0,3,0,1,1,0.3,0.2576,,0.5224,35.001,0.123,8,122,130
9067,18/01/2012,1,1,1,16,0,3,0,1,1,0.28,0.2273,,0.5224,35.001,0.104,13,163,176
9068,18/01/2012,1,1,1,17,0,3,0,1,1,0.26,0.2121,,0.4478,30.003,0.104,8,338,346
9069,18/01/2012,1,1,1,18,0,3,0,1,1,0.24,0.2121,,0.3582,23.999,0.112,8,347,355
9070,18/01/2012,1,1,1,19,0,3,0,1,1,0.22,0.197,,0.3881,26.003,0.091,5,251,256
9071,18/01/2012,1,1,1,20,0,3,0,1,1,0.22,0.2121,,0.2537,16.998,0.123,1,164,165
9072,18/01/2012,1,1,1,21,0,3,0,1,1,0.2,0.1667,,0.4179,27.999,0.066,5,119,124
9073,18/01/2012,1,1,1,22,0,3,0,1,1,0.18,0.1667,,0.2537,16.998,0.089,4,74,78
9074,18/01/2012,1,1,1,23,0,3,0,1,1,0.16,0.1364,,0.2985,19.999,0.061,2,36,38
9075,19/01/2012,1,1,1,0,0,4,0,1,1,0.14,0.1364,,0.194,12.998,0.072,0,16,16
9076,19/01/2012,1,1,1,1,0,4,0,1,1,0.14,0.1515,,0.1642,11.001,0.083,0,5,5
9077,19/01/2012,1,1,1,2,0,4,0,1,1,0.14,0.1515,,0.1343,8.998,0.089,0,3,3
9078,19/01/2012,1,1,1,3,0,4,0,1,1,0.12,0.1515,,0.1045,7.002,0.085,0,4,4
9079,19/01/2012,1,1,1,4,0,4,0,1,1,0.12,0.1515,,0.1045,7.002,0.085,0,1,1
9080,19/01/2012,1,1,1,5,0,4,0,1,1,0.12,0.1212,,0.2537,16.998,0.046,0,19,19
9081,19/01/2012,1,1,1,6,0,4,0,1,1,0.12,0.1364,,0.1642,11.001,0.068,0,86,86
9082,19/01/2012,1,1,1,7,0,4,0,1,1,0.12,0.1667,,0.0896,6.003,0.092,2,204,206
9083,19/01/2012,1,1,1,8,0,4,0,1,1,0.12,0.1515,,0.1045,7.002,0.085,9,414,423
9084,19/01/2012,1,1,1,9,0,4,0,1,1,0.12,0.197,,0,0,0.119,6,204,210
9085,19/01/2012,1,1,1,10,0,4,0,1,1,0.14,0.2121,,0,0,0.134,10,98,108
9086,19/01/2012,1,1,1,11,0,4,0,1,1,0.16,0.1667,,0.1642,11.001,0.097,6,93,99
9087,19/01/2012,1,1,1,12,0,4,0,1,1,0.2,0.197,,0.194,12.998,0.12,5,106,111
9088,19/01/2012,1,1,1,13,0,4,0,1,1,0.22,0.2121,,0.2836,19.001,0.117,6,118,124
9089,19/01/2012,1,1,1,14,0,4,0,1,1,0.24,0.2273,,0.194,12.998,0.149,15,104,119
9090,19/01/2012,1,1,1,15,0,4,0,1,1,0.26,0.2273,,0.2985,19.999,0.138,9,118,127
9091,19/01/2012,1,1,1,16,0,4,0,1,1,0.26,0.2273,,0.3284,22.003,0.133,8,185,193
9092,19/01/2012,1,1,1,17,0,4,0,1,2,0.26,0.2273,,0.3284,22.003,0.133,21,364,385
9093,19/01/2012,1,1,1,18,0,4,0,1,2,0.26,0.2273,,0.3284,22.003,0.133,16,345,361
9094,19/01/2012,1,1,1,19,0,4,0,1,2,0.26,0.2273,,0.2985,19.999,0.138,5,229,234
9095,19/01/2012,1,1,1,20,0,4,0,1,1,0.26,0.2121,,0.4478,30.003,0.104,7,184,191
9096,19/01/2012,1,1,1,21,0,4,0,1,1,0.26,0.2273,,0.3582,23.999,0.127,4,117,121
9097,19/01/2012,1,1,1,22,0,4,0,1,2,0.26,0.2273,,0.4179,27.999,0.115,0,90,90
9098,19/01/2012,1,1,1,23,0,4,0,1,1,0.26,0.2273,,0.3284,22.003,0.133,1,55,56
9099,20/01/2012,1,1,1,0,0,5,0,1,2,0.26,0.2273,,0.2985,19.999,0.138,3,24,27
9100,20/01/2012,1,1,1,1,0,5,0,1,1,0.26,0.2727,,0.1343,8.998,0.185,0,15,15
9101,20/01/2012,1,1,1,2,0,5,0,1,1,0.26,0.2727,,0.1343,8.998,0.185,0,11,11
9102,20/01/2012,1,1,1,3,0,5,0,1,1,0.24,0.2576,,0.1045,7.002,0.176,0,4,4
9103,20/01/2012,1,1,1,4,0,5,0,1,1,0.22,0.2424,,0.1045,7.002,0.162,0,3,3
9104,20/01/2012,1,1,1,5,0,5,0,1,1,0.22,0.2424,,0.1045,7.002,0.162,0,19,19
9105,20/01/2012,1,1,1,6,0,5,0,1,1,0.24,0.2121,,0.2836,19.001,0.127,0,68,68
9106,20/01/2012,1,1,1,7,0,5,0,1,1,0.22,0.2121,,0.2239,15.001,0.129,2,183,185
9107,20/01/2012,1,1,1,8,0,5,0,1,1,0.22,0.2121,,0.2537,16.998,0.123,4,421,425
9108,20/01/2012,1,1,1,9,0,5,0,1,1,0.22,0.197,,0.3881,26.003,0.091,21,242,263
9109,20/01/2012,1,1,1,10,0,5,0,1,2,0.22,0.2121,,0.2836,19.001,0.117,1,96,97
9110,20/01/2012,1,1,1,11,0,5,0,1,2,0.2,0.1818,,0.3582,23.999,0.083,6,117,123
9111,20/01/2012,1,1,1,12,0,5,0,1,2,0.2,0.1818,,0.3284,22.003,0.089,5,119,124
9112,20/01/2012,1,1,1,13,0,5,0,1,1,0.22,0.2121,,0.2985,19.999,0.114,12,144,156
9113,20/01/2012,1,1,1,14,0,5,0,1,2,0.22,0.2121,,0.2985,19.999,0.114,8,107,115
9114,20/01/2012,1,1,1,15,0,5,0,1,2,0.22,0.2273,,0.194,12.998,0.139,12,144,
9115,20/01/2012,1,1,1,16,0,5,0,1,2,0.2,0.2121,,0.1642,11.001,0.131,11,163,174
9116,20/01/2012,1,1,1,17,0,5,0,1,2,0.22,0.2576,,0.0896,6.003,0.169,9,340,349
9117,20/01/2012,1,1,1,18,0,5,0,1,2,0.2,0.2273,,0.0896,6.003,0.15,5,296,301
9118,20/01/2012,1,1,1,19,0,5,0,1,2,0.2,0.2273,,0.1045,7.002,0.147,6,186,192
9119,20/01/2012,1,1,1,20,0,5,0,1,2,0.2,0.2273,,0.0896,6.003,0.15,1,141,142
9120,20/01/2012,1,1,1,21,0,5,0,1,2,0.2,0.2273,,0.0896,6.003,0.15,5,99,104
9121,20/01/2012,1,1,1,22,0,5,0,1,2,0.2,0.197,,0.2239,15.001,0.114,1,71,72
9122,20/01/2012,1,1,1,23,0,5,0,1,3,0.16,0.1515,,0.2239,15.001,0.081,3,35,38
9123,21/01/2012,1,1,1,0,0,6,1,0,3,0.16,0.1515,,0.2239,15.001,0.081,0,24,24
9124,21/01/2012,1,1,1,1,0,6,1,0,4,0.14,0.1364,,0.194,12.998,0.072,1,22,23
9125,21/01/2012,1,1,1,2,0,6,1,0,3,0.14,0.2121,,0,0,0.134,1,25,26
9126,21/01/2012,1,1,1,3,0,6,1,0,3,0.14,0.1818,,0.0896,6.003,0.107,0,13,13
9127,21/01/2012,1,1,1,4,0,6,1,0,3,0.16,0.197,,0.0896,6.003,0.121,0,1,1
9128,21/01/2012,1,1,1,5,0,6,1,0,3,0.16,0.1818,,0.1045,7.002,0.114,0,2,
9129,21/01/2012,1,1,1,6,0,6,1,0,3,0.16,0.1667,,0.1642,11.001,0.097,0,1,1
9130,21/01/2012,1,1,1,7,0,6,1,0,3,0.16,0.1667,,0.1642,11.001,0.097,3,10,13
9131,21/01/2012,1,1,1,8,0,6,1,0,2,0.16,0.1515,,0.2537,16.998,0.075,3,22,25
9132,21/01/2012,1,1,1,9,0,6,1,0,2,0.16,0.1515,,0.2537,16.998,0.075,2,40,42
9133,21/01/2012,1,1,1,10,0,6,1,0,3,0.16,0.1515,,0.2537,16.998,0.075,0,45,45
9134,21/01/2012,1,1,1,11,0,6,1,0,2,0.18,0.2121,,0.1045,7.002,0.133,1,62,63
9135,21/01/2012,1,1,1,12,0,6,1,0,2,0.2,0.2121,,0.1642,11.001,0.131,5,62,67
9136,21/01/2012,1,1,1,13,0,6,1,0,2,0.2,0.197,,0.2537,16.998,0.108,10,66,76
9137,21/01/2012,1,1,1,14,0,6,1,0,3,0.2,0.197,,0.194,12.998,0.12,6,89,95
9138,21/01/2012,1,1,1,15,0,6,1,0,3,0.2,0.197,,0.194,12.998,0.12,6,113,119
9139,21/01/2012,1,1,1,16,0,6,1,0,2,0.2,0.1818,,0.2985,19.999,0.095,5,113,118
9140,21/01/2012,1,1,1,17,0,6,1,0,2,0.2,0.1818,,0.3881,26.003,0.077,7,99,106
9141,21/01/2012,1,1,1,18,0,6,1,0,2,0.2,0.1818,,0.3881,26.003,0.077,3,107,110
9142,21/01/2012,1,1,1,19,0,6,1,0,2,0.18,0.1515,,0.3881,26.003,0.058,0,85,85
9143,21/01/2012,1,1,1,20,0,6,1,0,2,0.18,0.1667,,0.2985,19.999,0.08,5,62,67
9144,21/01/2012,1,1,1,21,0,6,1,0,1,0.18,0.1515,,0.3284,22.003,0.07,5,64,69
9145,21/01/2012,1,1,1,22,0,6,1,0,2,0.18,0.1667,,0.2985,19.999,0.08,3,56,59
9146,21/01/2012,1,1,1,23,0,6,1,0,2,0.16,0.1515,,0.2537,16.998,0.075,1,51,52
9147,22/01/2012,1,1,1,0,0,0,1,0,1,0.16,0.1364,0.8,0.2985,19.999,0.061,1,51,52
9148,22/01/2012,1,1,1,1,0,0,1,0,2,0.18,0.1667,0.74,0.2985,19.999,0.08,1,49,50
9149,22/01/2012,1,1,1,2,0,0,1,0,2,0.18,0.1667,0.74,0.2836,19.001,0.083,1,46,47
9150,22/01/2012,1,1,1,3,0,0,1,0,2,0.18,0.1667,0.69,0.2836,19.001,0.083,1,20,21
9151,22/01/2012,1,1,1,4,0,0,1,0,3,0.16,0.1364,0.8,0.2836,19.001,0.064,1,1,2
9152,22/01/2012,1,1,1,5,0,0,1,0,3,0.16,0.1515,0.74,0.2239,15.001,0.081,1,2,3
9153,22/01/2012,1,1,1,6,0,0,1,0,2,0.16,0.1515,0.74,0.2239,15.001,0.081,0,4,4
9154,22/01/2012,1,1,1,7,0,0,1,0,2,0.16,0.1515,0.74,0.2239,15.001,0.081,2,11,13
9155,22/01/2012,1,1,1,8,0,0,1,0,2,0.16,0.1515,0.74,0.2239,15.001,0.081,3,29,32
9156,22/01/2012,1,1,1,9,0,0,1,0,2,0.16,0.1515,0.74,0.2239,15.001,0.081,9,54,63
9157,22/01/2012,1,1,1,10,0,0,1,0,2,0.16,0.1364,0.74,0.2836,19.001,0.064,9,120,129
9158,22/01/2012,1,1,1,11,0,0,1,0,3,0.16,0.1515,0.8,0.2537,16.998,0.075,18,115,133
9159,22/01/2012,1,1,1,12,0,0,1,0,2,0.16,0.1515,0.8,0.2239,15.001,0.081,24,161,185
9160,22/01/2012,1,1,1,13,0,0,1,0,2,0.16,0.1818,0.8,0.1343,8.998,0.108,24,175,199
9161,22/01/2012,1,1,1,14,0,0,1,0,2,0.16,0.1667,0.8,0.1642,11.001,0.097,19,163,182
9162,22/01/2012,1,1,1,15,0,0,1,0,2,0.16,0.1515,0.8,0.194,12.998,0.087,27,149,176
9163,22/01/2012,1,1,1,16,0,0,1,0,2,0.16,0.1515,0.8,0.194,12.998,0.087,12,143,155
9164,22/01/2012,1,1,1,17,0,0,1,0,2,0.16,0.1818,0.8,0.1045,7.002,0.114,8,100,108
9165,22/01/2012,1,1,1,18,0,0,1,0,3,0.16,0.1818,0.86,0.1045,7.002,0.114,11,110,121
9166,22/01/2012,1,1,1,19,0,0,1,0,3,0.16,0.1818,0.86,0.1045,7.002,0.114,9,80,89
9167,22/01/2012,1,1,1,20,0,0,1,0,3,0.16,0.1667,0.86,0.1642,11.001,0.097,5,69,74
9168,22/01/2012,1,1,1,21,0,0,1,0,3,0.16,0.1818,0.86,0.1045,7.002,0.114,8,36,44
9169,22/01/2012,1,1,1,22,0,0,1,0,2,0.16,0.197,0.93,0.0896,6.003,0.121,0,58,58
9170,22/01/2012,1,1,1,23,0,0,1,0,2,0.16,0.1818,0.93,0.1045,7.002,0.114,2,35,37
9171,23/01/2012,1,1,1,0,0,1,0,1,2,0.18,0.2424,0.86,0,0,0.163,2,17,19
9172,23/01/2012,1,1,1,1,0,1,0,1,2,0.18,0.2121,0.86,0.1045,7.002,0.133,0,4,4
9173,23/01/2012,1,1,1,2,0,1,0,1,2,0.18,0.2121,0.86,0.1045,7.002,0.133,0,2,2
9174,23/01/2012,1,1,1,3,0,1,0,1,2,0.18,0.2424,0.86,0,0,0.163,0,1,1
9175,23/01/2012,1,1,1,4,0,1,0,1,2,0.2,0.2576,0.8,0,0,0.177,0,1,1
9176,23/01/2012,1,1,1,5,0,1,0,1,2,0.2,0.2576,0.86,0,0,0.177,0,19,19
9177,23/01/2012,1,1,1,6,0,1,0,1,2,0.2,0.2576,0.86,0,0,0.177,6,36,42
9178,23/01/2012,1,1,1,7,0,1,0,1,3,0.2,0.2576,0.86,0,0,0.177,8,114,122
9179,23/01/2012,1,1,1,8,0,1,0,1,3,0.2,0.2121,0.86,0.1343,8.998,0.137,5,267,272
9180,23/01/2012,1,1,1,9,0,1,0,1,2,0.2,0.2273,0.86,0.0896,6.003,0.15,13,198,211
9181,23/01/2012,1,1,1,10,0,1,0,1,2,0.2,0.2576,0.93,0,0,0.177,10,139,149
9182,23/01/2012,1,1,1,11,0,1,0,1,2,0.2,0.2273,0.93,0.0896,6.003,0.15,5,57,62
9183,23/01/2012,1,1,1,12,0,1,0,1,2,0.22,0.2727,0.93,0,0,0.192,10,52,62
9184,23/01/2012,1,1,1,13,0,1,0,1,3,0.22,0.2576,0.93,0.0896,6.003,0.169,5,32,37
9185,23/01/2012,1,1,1,14,0,1,0,1,3,0.22,0.2273,0.93,0.194,12.998,0.139,13,48,61
